date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:22:46	67300/67300	---M-Z	200	added ('OK')	text/html	etag:%22106e4-5b7079ced3a40-gzip%22	https://gymove.dexignzone.com/xhtml/post-details.html	C:/template/gymove.dexignzone.com/xhtml/post-details.html	(from https://gymove.dexignzone.com/xhtml/app-profile.html)
09:22:46	109792/109792	---M--	200	added ('OK')	image/jpeg	etag:%221ace0-5b707a0fad340%22	https://gymove.dexignzone.com/xhtml/images/profile/1.jpg	C:/template/gymove.dexignzone.com/xhtml/images/profile/1.jpg	(from https://gymove.dexignzone.com/xhtml/app-profile.html)
09:22:47	15212/15212	---M--	200	added ('OK')	image/jpeg	etag:%223b6c-5b707a1842780%22	https://gymove.dexignzone.com/xhtml/images/profile/5.jpg	C:/template/gymove.dexignzone.com/xhtml/images/profile/5.jpg	(from https://gymove.dexignzone.com/xhtml/app-profile.html)
09:22:47	19514/19514	---M--	200	added ('OK')	image/jpeg	etag:%224c3a-5b707a1842780%22	https://gymove.dexignzone.com/xhtml/images/profile/6.jpg	C:/template/gymove.dexignzone.com/xhtml/images/profile/6.jpg	(from https://gymove.dexignzone.com/xhtml/app-profile.html)
09:22:47	107241/107241	---M--	200	added ('OK')	image/jpeg	etag:%221a2e9-5b707a1471e80%22	https://gymove.dexignzone.com/xhtml/images/profile/2.jpg	C:/template/gymove.dexignzone.com/xhtml/images/profile/2.jpg	(from https://gymove.dexignzone.com/xhtml/app-profile.html)
09:22:48	19824/19824	---M--	200	added ('OK')	image/jpeg	etag:%224d70-5b707a19369c0%22	https://gymove.dexignzone.com/xhtml/images/profile/7.jpg	C:/template/gymove.dexignzone.com/xhtml/images/profile/7.jpg	(from https://gymove.dexignzone.com/xhtml/app-profile.html)
09:22:48	109669/109669	---M--	200	added ('OK')	image/jpeg	etag:%221ac65-5b707a174e540%22	https://gymove.dexignzone.com/xhtml/images/profile/4.jpg	C:/template/gymove.dexignzone.com/xhtml/images/profile/4.jpg	(from https://gymove.dexignzone.com/xhtml/app-profile.html)
09:22:48	140946/140946	---M--	200	added ('OK')	image/jpeg	etag:%2222692-5b707a165a300%22	https://gymove.dexignzone.com/xhtml/images/profile/3.jpg	C:/template/gymove.dexignzone.com/xhtml/images/profile/3.jpg	(from https://gymove.dexignzone.com/xhtml/app-profile.html)
09:22:49	3207/3207	---M--	200	added ('OK')	image/png	etag:%22c87-5b7079ea7bb80%22	https://gymove.dexignzone.com/xhtml/images/logo-full.png	C:/template/gymove.dexignzone.com/xhtml/images/logo-full.png	(from https://gymove.dexignzone.com/xhtml/page-login.html)
09:22:49	49799/49799	---M--	200	added ('OK')	application/x-javascript	etag:%22c287-5823bbbdc1f80%22	https://gymove.dexignzone.com/xhtml/vendor/lightgallery/js/lightgallery-all.min.js	C:/template/gymove.dexignzone.com/xhtml/vendor/lightgallery/js/lightgallery-all.min.js	(from https://gymove.dexignzone.com/xhtml/app-profile.html)
09:22:49	2533/2533	---M-Z	200	added ('OK')	text/html	etag:%229e5-5b7079cbf7380-gzip%22	https://gymove.dexignzone.com/xhtml/page-forgot-password.html	C:/template/gymove.dexignzone.com/xhtml/page-forgot-password.html	(from https://gymove.dexignzone.com/xhtml/page-login.html)
09:22:49	612/612	---M--	200	added ('OK')	text/css	etag:%22264-5b36e8b83d300%22	https://gymove.dexignzone.com/xhtml/vendor/jqvmap/css/jqvmap.min.css	C:/template/gymove.dexignzone.com/xhtml/vendor/jqvmap/css/jqvmap.min.css	(from https://gymove.dexignzone.com/xhtml/workout-statistic.html)
09:22:50	8590/8590	---M--	200	added ('OK')	application/x-javascript	etag:%22218e-5b6f816125c80%22	https://gymove.dexignzone.com/xhtml/js/dashboard/workout-statistic.js	C:/template/gymove.dexignzone.com/xhtml/js/dashboard/workout-statistic.js	(from https://gymove.dexignzone.com/xhtml/workout-statistic.html)
09:22:50	8194/8194	---M--	200	added ('OK')	text/css	etag:%222002-5619343bb7a00%22	https://gymove.dexignzone.com/xhtml/vendor/bootstrap-datetimepicker/css/bootstrap-datetimepicker.min.css	C:/template/gymove.dexignzone.com/xhtml/vendor/bootstrap-datetimepicker/css/bootstrap-datetimepicker.min.css	(from https://gymove.dexignzone.com/xhtml/workoutplan.html)
09:22:50	208305/208305	---M--	200	added ('OK')	image/jpeg	etag:%2232db1-5b707a1a2ac00%22	https://gymove.dexignzone.com/xhtml/images/profile/8.jpg	C:/template/gymove.dexignzone.com/xhtml/images/profile/8.jpg	(from https://gymove.dexignzone.com/xhtml/app-profile.html)
09:22:51	51654/51654	---M--	200	added ('OK')	application/x-javascript	etag:%22c9c6-5b024fb3ddd00%22	https://gymove.dexignzone.com/xhtml/vendor/bootstrap-datetimepicker/js/moment.js	C:/template/gymove.dexignzone.com/xhtml/vendor/bootstrap-datetimepicker/js/moment.js	(from https://gymove.dexignzone.com/xhtml/workoutplan.html)
09:22:51	310449/310449	---M--	200	added ('OK')	image/jpeg	etag:%224bcb1-5b707a1c13080%22	https://gymove.dexignzone.com/xhtml/images/profile/9.jpg	C:/template/gymove.dexignzone.com/xhtml/images/profile/9.jpg	(from https://gymove.dexignzone.com/xhtml/app-profile.html)
